"FID_Quince","COUNT","FID_Quin_1","COUNT_1","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,130,0,48,406454989,47795931,11.949717470438,284773304,70120963,51560722,214316379,192138610,0,361,21.652494687239,34.795494687239,4062916,4063941,11.7592186818994,70.0626912467299,17.251839661882,12.6854690913881,52.7281949539559,47.2718050460441,0,8.88167225817961e-05,0.999598014529476,0.99985019497448
