"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",34,20,251,-283.008680304759,319.397312389806,1.12805108596598,-1.12752462272812
"shrub",10,10,132,-146.745111182504,176.189552830216,1.15532218000991,-1.11170538774625
"dense_treed",15,15,177,-163.792332326464,156.580156683292,0.940549655030463,-0.925380408624089
