"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.25,34,20,61,-68.8207868469734,77.728928495681,1.12882449009463,-1.12820962044219
"shrub",0.25,10,10,32,-33.1913872530488,39.7333229390413,1.11430083094515,-1.03723085165777
"dense_treed",0.25,15,15,39,-35.1266833939666,32.54694810923,0.913530038370877,-0.900684189588887
