"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,11,11,306,5.44326113291663,0.746025623402127,0.049376028934497,0.017788435074891
"open_treed",0.75,43,43,1187,42.555457401204,31.1271499887297,0.161936340131045,0.0358512699251929
"dense_treed",0.75,6,6,163,-409.896305344229,1067.67841660644,2.55933083734965,-2.51470125978054
