"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",92141564,9101435,14.4713111446643,70104977,12367568,9669019,57682645,34458919,0,0,1077.37155640893,1125.67755640893,921363,921352,9.87766498081148,76.0839885461462,13.4223551924949,10.4936562613589,62.6021987210896,37.3978012789104,0,0,0.999942870516068,0.999930932364031
