"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last","buffer_m"
7,4,4,0,17.75,0.0529999999998836,0.125225635724064,0.00538511496061929,0.0366916712641278,0.031306408931016,0.25
8,3,3,0,17.6666666666667,0.0359999999998308,0.0586692267936542,0.00181935939084876,0.024626269110097,0.0195564089312181,0.25
9,3,3,0,18.3333333333333,0.0380000000000109,0.0896692267929211,0.00351485674454974,0.0342289192766864,0.029889742264307,0.25
10,4,4,0,19,0.0119999999999436,0.139225635724415,0.00494869441071532,0.0351734786832185,0.0348064089311038,0.25
28,4,4,0,17,0.0410000000001673,0.169225635724615,0.00830807894660425,0.0455743319934704,0.0423064089311538,0.25
40,4,4,0,21.25,0.0180000000000291,0.125225635723837,0.00412711496061078,0.0321213128647117,0.0313064089309592,0.25
41,4,4,0,19.75,0.0260000000000673,0.0802256357249007,0.00219003815686661,0.0233989217532914,0.0200564089312252,0.25
42,2,2,0,19,0.00700000000006185,-0.0258871821379216,0.000359573099521397,0.0134084506845757,-0.0129435910689608,0.25
43,3,3,0,19.6666666666667,0.02800000000002,0.141669226793283,0.00716272327340397,0.0488628122857045,0.047223075597761,0.25
48,2,2,0,18,0.0389999999999873,-0.0498871821375815,0.00200486547081362,0.0316612181605005,-0.0249435910687907,0.25
49,3,3,0,16.6666666666667,0.0289999999999964,-0.0313307732067187,0.000821205783244808,0.0165449466932234,-0.0104435910689062,0.25
