"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.25,10,7,26,6.31985047129079,1.97351699921055,0.275507713085563,0.243071171972723
"open_treed",0.25,47,38,120,-52.5013824401964,60.067527576098,0.707504579349715,-0.43751152033497
"dense_treed",0.25,31,13,44,27.1905931052614,34.5173962821793,0.885712300434197,0.617968025119576
