"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",106467152,6770304,17.6429970907835,88452390,11167535,6847227,77111386,29355766,0,341,24.988763479665,37.155763479665,1059710,1064297,6.35905429310253,83.0795116976549,10.4891835558821,6.43130474646302,72.427396198219,27.572603801781,0,0.000320286580033624,0.995339858438216,0.999648229530926
