"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"open_treed",23,6,74,-4.21766684645718,2.20324106253647,0.172550073521035,-0.056995497925097
"dense_treed",93,61,584,-299.360641058527,1504.98474158557,1.6053126384286,-0.512603837428985
