"id","width","height","area","perimeter","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,99.281,189.639,18827.549559,577.84,51675345,6879528,15.0788654047689,33767990,10451429,7455926,23153906,28521439,0,0,566.836288285859,589.274288285859,516670,516719,13.312979332794,65.3464239087325,20.2251750810759,14.4284010101916,44.8064855686982,55.1935144313018,0,0,0.999838510995911,0.99993333377842
