"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,2,2,55,5.47038446825195,0.820487676917877,0.122139091867195,0.0994615357863991
"open_treed",0.75,37,37,1061,178.176816742066,36.9114497382994,0.186518906007178,0.167932909276217
"dense_treed",0.75,26,26,738,90.7393588648686,25.433646840388,0.18564195672877,0.122953060792505
