"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.25,11,11,36,-2.18534524613506,0.153859579022342,0.0653748972853118,-0.0607040346148627
"open_treed",0.25,43,43,125,-3.27864321574839,0.671447898689206,0.073291085334532,-0.0262291457259871
"dense_treed",0.25,6,6,16,-40.3090423316155,105.200661855749,2.56418434711398,-2.51931514572597
