"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",11,11,137,-8.22042496445829,0.624966719680904,0.0675411050663464,-0.0600031019303525
"open_treed",43,43,547,-17.3911347121141,5.7430923447427,0.102465871116134,-0.031793664921598
"dense_treed",6,6,74,-190.600820783724,508.470901843639,2.6213028064862,-2.57568676734761
