"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,11,11,326,-18.904237506667,1.58032117701981,0.069624787054995,-0.0579884586094079
"open_treed",0.75,43,43,1211,-37.1773914741705,20.5942215068717,0.130406914154058,-0.0306997452305289
"dense_treed",0.75,6,6,165,-428.642249044788,1153.63668497076,2.64418938139295,-2.59783181239265
