"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",39834686,4019234,16.6545402918452,30467591,5142264,4224831,25227421,14607265,0,0,1075.63543485427,1126.84243485427,398244,398330,10.0897845661442,76.4850788581589,12.9090110061367,10.6059101357043,63.330287076946,36.669712923054,0,0,0.999741782827157,0.999957675077444
