"id","width","height","area","perimeter","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,99.281,189.639,18827.549559,577.84,28304700,2456862,17.5110172515519,22005404,3742626,2556670,18217879,10086821,0,0,567.292388933717,589.321388933717,283041,282911,8.68004960306945,77.7446996435221,13.2226308704915,9.03266948598643,64.3634414072575,35.6365585927425,0,0,0.99997880210707,0.999519514426933
