"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",34,29,331,8.24821895244722,1.1365520344655,0.058597712813946,0.0249190904907771
"shrub",10,10,123,-6.41451419867353,12.3178456730836,0.316457085199617,-0.0521505219404352
"dense_treed",15,15,134,23.6234995485053,8.36969593968831,0.249920822382531,0.176294772750039
