"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last","buffer_m"
4,22,22,20,12.6363636363636,0.302,7.22221634378444,2.48334445074668,0.335975137794091,0.328282561081111,0.75
5,15,15,1,10.9333333333333,0.271999999999998,1.17801114348942,0.161432950279017,0.103741007732082,0.0785340762326283,0.75
6,28,28,28,16.7857142857143,0.192,15.8228208011803,9.01734078950939,0.567492630207319,0.565100742899295,0.75
9,4,4,2,5.75,0.276,0.937402971597162,0.270663832789797,0.260126811761974,0.234350742899291,0.75
10,4,4,1,5.75,0.276,0.517402971597175,0.117909208754396,0.171689551774705,0.129350742899294,0.75
11,28,28,23,17.3214285714286,0.257999999999999,6.95982080118026,1.83836302087648,0.256233920810965,0.248565028613581,0.75
12,31,31,3,25.3870967741935,0.255000000000003,-4.41437697012201,0.718006001107857,0.152188974327003,-0.14239925710071,0.75
13,29,29,1,23,0.225999999999999,2.02842154407948,0.250949653809854,0.093023848223296,0.0699455704854994,0.75
14,28,28,20,22.0714285714286,0.237000000000002,6.29582080118029,1.48363723430623,0.230189148489596,0.224850742899296,0.75
19,13,13,2,7.92307692307692,0.181999999999999,1.64080965769079,0.23373771790549,0.134088867749222,0.126216127514676,0.75
20,26,26,3,20.3461538461538,0.254000000000001,2.95161931538162,0.451220945497456,0.131737055340941,0.11352381982237,0.75
21,7,7,4,7.85714285714286,0.279,1.53120520029503,0.383440195058651,0.234045232215195,0.218743600042148,0.75
22,25,25,4,10.44,0.329000000000001,2.08801857248227,0.375458702361236,0.122549370028774,0.0835207428992908,0.75
23,30,30,26,22.2666666666667,0.364999999999998,8.17502228697874,2.45373234641997,0.285991395349579,0.272500742899291,0.75
24,7,7,0,7.71428571428571,0.118000000000002,-0.246794799704944,0.0171939533087719,0.0495608620194431,-0.0352563999578491,0.75
