"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,34,30,771,17.000909588773,2.5910075419405,0.0579705137931598,0.0220504663927016
"shrub",0.75,10,10,283,-16.4840013746804,28.036705459216,0.314753285285375,-0.0582473546808494
"dense_treed",0.75,15,15,297,52.68742064109,20.2564310027313,0.261157943378461,0.177398722697273
