"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.25,34,28,88,1.99745747681503,0.297032295953416,0.0580979087357767,0.0226983804183526
"shrub",0.25,10,10,27,-1.95138133554073,2.35721094495502,0.295472687523581,-0.072273382797805
"dense_treed",0.25,15,11,33,5.34282451567669,1.88804441834291,0.239193367848092,0.161903773202324
