"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,2,2,53,4.75202686986063,0.679559233431729,0.113233706681803,0.089660884336993
"open_treed",0.75,37,37,1038,146.831186621014,27.1036228492637,0.16159019162125,0.141455863796738
"dense_treed",0.75,26,26,740,74.005526107454,21.8929452343785,0.172003084645417,0.100007467712776
