"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",2,2,28,2.20890098785071,0.24500966336171,0.0935432793954814,0.0788893209946683
"open_treed",37,37,479,67.1590918992929,11.0581971831688,0.151940799805208,0.140206872441112
"dense_treed",26,26,325,31.1856364661107,8.41450652860378,0.160906150655532,0.09595580451111
