"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.25,2,2,3,0.266775105841134,0.0260349856988483,0.0931575470173124,0.088925035280378
"open_treed",0.25,37,37,122,16.950854304205,2.55640588231468,0.144755471662904,0.138941428722992
"dense_treed",0.25,26,26,90,8.54725317522957,2.20775800934979,0.1566226182527,0.094969479724773
