"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last","buffer_m"
1,31,31,31,25.1935483870968,0.351000000000113,-80.0803191814005,207.255056586935,2.58566180825631,-2.58323610262582,0.75
2,30,30,30,25.7333333333333,0.351000000000113,-66.2621153368364,146.732897097074,2.21158236787655,-2.20873717789455,0.75
3,27,27,27,26.5925925925926,0.417999999999893,-91.1205038031569,307.941458716338,3.37716437439995,-3.374833474191,0.75
4,29,29,29,17.2758620689655,0.478000000000065,-76.0179114922798,199.728364470624,2.62434467662799,-2.62130729283724,0.75
5,26,26,26,18.3461538461538,0.572999999999865,-64.0242999585946,158.204601930311,2.46673719352813,-2.46247307533056,0.75
6,29,29,29,19.5862068965517,0.491999999999962,-52.5489114922757,95.536999414587,1.81504250367813,-1.81203143076813,0.75
