"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.25,11,11,35,0.0868654403548135,0.0225371315636273,0.025375540283412,0.00248186972442324
"open_treed",0.25,43,43,140,4.9014617614157,1.06822590998989,0.0873509305694929,0.0350104411529693
"dense_treed",0.25,6,6,15,-38.9870576684191,105.692167976043,2.6544574835051,-2.59913717789461
