"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",1,11,11,555,1.27586626847824,2.10418778150425,0.0615737714943927,0.00229885814140223
"open_treed",1,43,43,2108,81.5772956647445,89.272353231006,0.205789488742617,0.0386989068618333
"dense_treed",1,6,6,298,-743.697745679268,1929.27660409875,2.54442185261992,-2.49563001905795
