"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.75,10,4,84,20.52813162404,7.48542941635608,0.29851675825089,0.24438251933381
"open_treed",0.75,47,27,694,-378.82074586805,426.838044962574,0.784245121507871,-0.545851218830044
"dense_treed",0.75,31,4,45,44.8233205128786,47.0841526177832,1.02289515719716,0.99607378917508
