"FID_Alfred","COUNT","FID_Alfr_1","COUNT_1","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,239,0,4,254813083,19146966,15.0150310570984,203817170,31488848,19507065,171977324,82835759,0,944,24.9189182336195,37.1219182336195,2532482,2546836,7.51412202802789,79.9869330100292,12.3576260799764,7.65544090999441,67.4915596857325,32.5084403142675,0,0.000370467634112806,0.993858702302189,0.999491851052247
