"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",10,4,39,7.19981111116143,2.03689733426675,0.228534760542178,0.184610541311832
"open_treed",47,26,317,-174.147919942611,192.604522770783,0.779477546394827,-0.549362523478268
"dense_treed",31,4,34,33.8532199430638,35.6768836621605,1.0243632694072,0.995682939501877
