"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,2,2,52,7.55245818317871,1.32564478093577,0.159665803678024,0.145239580445745
"open_treed",0.75,37,37,1043,204.648650948227,47.0228498281253,0.212330468899616,0.196211554121023
"dense_treed",0.75,26,26,733,115.727266047108,32.9259267486178,0.211941994267286,0.157881672642713
