"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",2,2,24,3.43082685377453,0.541647037524242,0.150228581047383,0.142951118907272
"open_treed",37,37,476,93.4661175898582,19.9560103657343,0.204754466433951,0.19635738989466
"dense_treed",26,26,316,49.8019537119856,13.5203600807925,0.206847648337517,0.157601119341726
