"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",1,2,2,97,13.5260085340058,2.77130299857706,0.169027021525995,0.139443386948513
"open_treed",1,37,37,1828,363.958754890604,91.490671447066,0.223717682466243,0.199102163506895
"dense_treed",1,26,26,1303,208.126448375692,63.6294070924602,0.220981913763632,0.159728663373517
