"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
1,6,6,6,11.5,0.252000000000002,2.92129523240558,1.47521513914593,0.49585198381942,0.486882538734263
6,3,3,3,10.6666666666667,0.103000000000002,2.48014761620279,2.05588606605213,0.827825679325491,0.826715872067597
7,2,2,2,4.5,0.202999999999996,0.803765077468526,0.343623649878992,0.414501899802035,0.401882538734263
8,0,0,0,NA,NA,0,0,NA,NA
9,5,5,5,6,0.310000000000002,3.18891269367131,2.0885420335716,0.646303649002789,0.637782538734262
10,6,6,6,7.16666666666667,0.186999999999998,4.66429523240558,3.65367166917357,0.780349459021786,0.777382538734263
11,5,5,5,8,0.302,4.98291269367133,5.01689658255017,1.00168823318937,0.996582538734265
12,8,8,8,12.375,0.125999999999998,6.4840603098741,5.27094263776058,0.811706738742554,0.810507538734263
13,13,13,13,11.8461538461538,0.189,6.56397300354544,3.35312104548257,0.507870444221795,0.504921000272726
14,0,0,0,NA,NA,0,0,NA,NA
15,4,4,4,8,0.282000000000004,3.04453015493705,2.35793771608026,0.767778893315038,0.761132538734262
16,8,8,7,9.375,0.594000000000001,2.7610603098741,1.21456125434526,0.389641061482434,0.345132538734263
17,4,4,0,7,0.0289999999999964,-0.285469845062941,0.0209120081100649,0.072304923950698,-0.0713674612657353
18,10,10,0,17.3,0.162999999999997,-0.740174612657377,0.0783322457222496,0.0885055058864982,-0.0740174612657377
19,0,0,0,NA,NA,0,0,NA,NA
20,0,0,0,NA,NA,0,0,NA,NA
21,11,11,11,16.1818181818182,0.133000000000003,25.1102079260769,57.3372116446196,2.28308427042773,2.2827461750979
22,12,12,2,8.25,0.101999999999997,1.95259046481117,0.328988126939292,0.165576801650899,0.162715872067598
23,14,14,8,17.4285714285714,0.311,3.5333555422797,1.02294324201133,0.270309774942345,0.252382538734264
24,8,8,8,4.75,0.408000000000001,4.53906030987412,2.73747556208432,0.584965336802567,0.567382538734265
25,9,9,9,11.3333333333333,0.365000000000002,4.9114428486084,2.77379831723851,0.55515746687449,0.545715872067599
26,14,14,14,7.35714285714286,0.241999999999997,11.7233555422797,9.87529122647857,0.83986781385434,0.837382538734264
27,11,11,11,13.5454545454545,0.177,7.27420792607689,4.8385017228909,0.663222280227437,0.661291629643354
28,10,10,10,13.8,0.177,6.67382538734265,4.48172253007393,0.669456684937415,0.667382538734265
29,7,7,6,12.5714285714286,0.754000000000005,4.03667777113984,2.87542334685922,0.640917127120996,0.576668253019977
62,11,11,11,9.72727272727273,0.224000000000004,-345.040792073923,10823.0648924546,31.3674192470969,-31.367344733993
63,16,16,16,27.625,0.202999999999996,-498.988879380252,15561.90763151,31.1868438122451,-31.1868049612657
64,9,9,9,29.5555555555556,0.201000000000001,-281.329557151392,8794.06521877757,31.2588924570586,-31.258839683488
68,11,11,11,12.6363636363636,0.0879999999999939,-343.699792073923,10739.0591194235,31.2454492969099,-31.2454356430839
69,0,0,0,NA,NA,0,0,NA,NA
70,11,11,11,25.3636363636364,0.166000000000004,-343.901792073923,10751.7078448778,31.2638447075529,-31.2637992794476
