"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"open_treed",23,19,212,38.9224693126031,56.5060911694151,0.516273344163213,0.183596553361335
"dense_treed",93,70,585,-232.509754877298,1332.92112439372,1.50946932679544,-0.397452572439826
