"id","width","height","area","perimeter","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,99.281,189.639,18827.549559,577.84,28919559,2510644,16.9637873108646,22474898,3837105,2607556,18591079,10328480,0,0,567.407906156175,589.133906156175,289100,289158,8.68147401556158,77.715216888335,13.2682002516013,9.01658286006367,64.285485819476,35.714514180524,0,0,0.999669462456187,0.999870018764809
