"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",11,11,138,-8.41405442349378,0.633161071315263,0.0677356900399122,-0.060971408865897
"open_treed",43,43,542,-17.4541412864912,5.84878819381593,0.103880325994924,-0.0322032127057034
"dense_treed",6,6,77,-199.220088337747,535.472997627274,2.637080729591,-2.5872738745162
