"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",1,11,11,554,-32.8412329754806,3.15822233095603,0.0755033928392992,-0.0592802039268603
"open_treed",1,43,43,2086,-61.5669386044628,53.8929742133833,0.160734433485939,-0.0295143521593782
"dense_treed",1,6,6,272,-702.561078283992,1883.49804817121,2.63146825500519,-2.58294514074997
