"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",21902833,399415,17.6257350818499,21028924,473368,400541,20545172,1357661,0,0,1163.59307538381,1198.13007538381,218966,218957,1.82357688614984,96.0100640862303,2.1612181401374,1.8287177736323,93.8014365538924,6.19856344610763,0,0,0.999715424940691,0.999674334365787
