"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,2,2,55,5.7891461097488,0.900963503272985,0.127988884693021,0.105257201995433
"open_treed",0.75,37,36,993,175.478856126895,38.0524988878169,0.195756849424209,0.176715867197276
"dense_treed",0.75,26,25,686,89.6547132961098,24.8427061300391,0.190299388681148,0.130692001889373
