"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",2,2,24,2.69180921152679,0.353487701302512,0.121361667016146,0.11215871714695
"open_treed",37,36,458,78.3285257866264,15.3896748032881,0.183308237815018,0.17102298206687
"dense_treed",26,25,307,40.3691428307648,9.97830061527863,0.180284796550783,0.131495579253305
