"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",162641853,24243097,16.6358021818652,98047257,37236999,27357597,60716036,101925817,0,0,566.453001762699,589.639001762699,1625547,1624872,14.9058170162387,60.284149000688,22.8950902324016,16.8207607669103,37.3311265704775,62.6688734295225,0,0,0.999464141619193,0.999049119294036
