"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",11,11,127,-3.84940867425644,0.269938843633486,0.0461031745737263,-0.0303103045217042
"open_treed",43,38,458,8.04358919046535,6.75634732765216,0.121457194354126,0.0175624218132431
"dense_treed",6,6,74,-186.600411353503,489.907782612122,2.57300902460608,-2.52162718045275
