"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,11,11,321,-20.512413979422,1.78290909427775,0.0745267330463369,-0.0639016011820001
"open_treed",0.75,43,43,1196,-50.6220408703944,21.586672245719,0.134346779126401,-0.0423261211290923
"dense_treed",0.75,6,6,168,-438.198992363063,1182.55270316074,2.65311216978865,-2.60832733549442
