"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",11,11,139,-9.06875558610409,0.711158531514282,0.0715279555709535,-0.0652428459431949
"open_treed",43,43,553,-23.625308195092,5.91069877271687,0.10338483710773,-0.0427220763021555
"dense_treed",6,6,70,-183.524330151276,500.574948663929,2.67414859258026,-2.62177614501823
