"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",1,11,11,549,-34.7486893292926,3.41942805847639,0.0789206336066957,-0.0632945160825001
"open_treed",1,43,43,2137,-92.4143790468504,56.9220394574653,0.163206693002571,-0.0432449129840198
"dense_treed",1,6,6,291,-757.786272486019,2041.78836422082,2.64885916195357,-2.60407653775264
