"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
2,17,17,2,23.0588235294118,0.178999999999998,2.34346373545842,0.363140251729925,0.146154682710582,0.137850807968142
3,13,13,13,27.8461538461538,0.0670000000000002,4.20364873887994,1.3647654399913,0.324009192651085,0.323357595298457
4,0,0,0,NA,NA,0,0,NA,NA
5,13,13,13,28.2307692307692,0.080999999999996,5.43364873887996,2.27561666288706,0.418386705819744,0.417972979913843
30,8,8,8,28.625,0.105000000000004,-7.71137000684311,7.44527429780494,0.964706840042931,-0.963921250855389
31,10,10,10,29.8,0.0949999999999989,-9.19796250855387,8.47144943087627,0.920404771330325,-0.919796250855388
32,12,12,12,28.4166666666667,0.0859999999999985,-11.6905550102647,11.3979706206687,0.974592676483731,-0.974212917522055
33,15,15,15,28.6666666666667,0.161000000000001,-14.0249437628308,13.1473322367045,0.936209813973501,-0.934996250855388
34,15,15,15,27.4666666666667,0.125,-14.8779437628308,14.7743576406638,0.992450087432235,-0.991862917522054
35,0,0,0,NA,NA,0,0,NA,NA
36,0,0,0,NA,NA,0,0,NA,NA
37,0,0,0,NA,NA,0,0,NA,NA
38,0,0,0,NA,NA,0,0,NA,NA
39,0,0,0,NA,NA,0,0,NA,NA
40,0,0,0,NA,NA,0,0,NA,NA
41,12,12,12,31.0833333333333,0.0519999999999996,-13.0525550102647,14.1993856079988,1.08778772469627,-1.08771291752206
42,12,12,12,27.5,0.0640000000000001,-11.0915550102646,10.2564017121439,0.924499941957086,-0.924296250855386
43,15,15,15,27.3333333333333,0.137,-14.0129437628308,13.1065011266839,0.934754910005253,-0.934196250855388
44,11,11,11,29.8181818181818,0.158999999999999,-10.8527587594093,10.7365760627214,0.987953627119363,-0.986614432673571
45,13,13,13,26.7692307692308,0.114999999999998,-11.9763512611201,11.0542381176717,0.922131232011837,-0.921257789316927
46,10,10,10,40.4,0.0779999999999994,-9.99396250855387,9.99342106223804,0.99967099899107,-0.999396250855387
47,16,16,16,29.3125,0.049000000000003,-15.289863569627,14.6146552486129,0.95572797020821,-0.955616473101686
48,7,7,7,28.7142857142857,0.136999999999997,-13.4826903117118,25.9828200059325,1.92661138515761,-1.92609861595883
49,12,12,12,19.3333333333333,0.300000000000004,-8.53989767722024,6.2157126114493,0.719705530723579,-0.711658139768353
50,5,5,5,8.4,0.244,-4.22820736550844,3.61239670514796,0.849987847577595,-0.845641473101688
55,15,15,15,26.7333333333333,0.219000000000001,-466.143622096525,14486.0503194179,31.0763042841518,-31.0762414731017
59,7,7,7,31.8571428571429,0.0640000000000001,-218.047690311712,6792.11727889602,31.1496784640503,-31.1496700445303
66,11,11,11,29.7272727272727,0.164000000000001,-342.558656204119,10667.888240761,31.1417408294297,-31.1416960185562
67,7,7,7,24.4285714285714,0.625,-215.749690311712,6650.09984908565,30.8223014091273,-30.8213843302445
71,11,11,11,32.4545454545455,0.0660000000000025,-342.578656204119,10669.10794442,31.1435210603775,-31.1435142003744
72,13,13,13,34.9230769230769,0.155000000000001,-403.91335126112,12549.7193454607,31.0702917040362,-31.0702577893169
73,12,12,12,27,0.122,-374.387555010265,11680.5229392137,31.1989889515852,-31.1989629175221
74,13,13,13,18.1538461538462,0.233999999999998,-404.53035126112,12588.1232750342,31.1177951500847,-31.1177193277785
75,10,10,10,18.2,0.108999999999998,-310.653962508554,9650.6013306266,31.0654169948298,-31.0653962508554
76,10,10,10,32.4,0.182000000000002,-311.034962508554,9674.30496836975,31.1035447632095,-31.1034962508554
77,14,14,14,31.2857142857143,0.221999999999998,-437.857147511975,13694.2503013803,31.2755613189096,-31.2755105365697
78,12,12,12,30.5,0.0889999999999986,-373.874555010265,11648.5211352603,31.1562208010699,-31.1562129175221
79,17,17,17,26.6470588235294,0.137,-528.606536264542,16436.7753470351,31.0945194216101,-31.0945021332083
80,15,15,15,27.6666666666667,0.0849999999999973,-467.759943762831,14586.6334190004,31.1840059635282,-31.1839962508554
81,9,9,9,32.1111111111111,0.0680000000000014,-280.040166257699,8713.61366173771,31.1155796306068,-31.1155740286332
82,17,17,17,32.5882352941176,0.107999999999997,-528.380536264542,16422.7196171297,31.0812215078396,-31.0812080155613
83,14,14,14,27.7857142857143,0.120000000000001,-436.334147511975,13599.1247430002,31.1667459493519,-31.166724822284
84,14,14,14,37.2142857142857,0.0640000000000001,-435.856147511975,13569.3322877843,31.1325877587461,-31.1325819651411
85,12,12,12,33.9166666666667,0.0910000000000011,-373.054555010265,11597.4823734089,31.0878893534241,-31.0878795841887
86,11,11,11,34.8181818181818,0.0999999999999979,-342.313758759409,10652.6224132723,31.1194508208032,-31.1194326144918
87,14,14,14,27.4285714285714,0.113,-434.969147511975,13514.1716862353,31.0692448828136,-31.069224822284
88,9,9,9,27.6666666666667,0.0939999999999976,-281.028166257699,8775.2097531294,31.2253631828882,-31.2253518064109
