"FID_Alfred","COUNT","FID_Alfr_1","COUNT_1","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,239,0,4,497049620,80332498,16.006238274561,299368136,123772537,73908947,175541963,321507657,0,5,24.9432037491446,36.9952037491446,4962417,4969874,16.1618668977154,60.2290242169383,24.9014448497114,14.8695309333503,35.3167884928672,64.6832115071328,0,1.00593578564651e-06,0.998374568720121,0.999874821350834
