"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.75,10,10,193,45.8903956913743,13.6954651539425,0.266384983335871,0.237774070939763
"open_treed",0.75,47,40,1082,-314.363040097252,449.120404267423,0.644269782721011,-0.290538854064004
"dense_treed",0.75,31,9,210,50.9172906486458,32.5211714428508,0.393526010774933,0.242463288803075
