"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.75,10,10,298,33.3053275516798,5.30523197424392,0.13342710316828,0.111762844133154
"open_treed",0.75,47,47,1348,-554.614357249448,685.693028928203,0.713214100957283,-0.411434983122736
"dense_treed",0.75,31,31,857,256.20651916708,235.448284592429,0.524152129252822,0.298957431933582
