"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.25,10,10,45,3.50494207995166,0.333114510751465,0.0860380420707368,0.0778876017767035
"open_treed",0.25,47,47,153,-64.5655969281643,72.6090523705241,0.688889664418031,-0.421997365543558
"dense_treed",0.25,31,31,98,29.0193627518948,25.5057373829189,0.510159412690108,0.296115946447906
