"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",10,10,145,13.6659244798442,1.68843714406073,0.107909193755539,0.0942477550334084
"open_treed",47,47,618,-242.140528768664,299.239810783767,0.695849706162161,-0.391813153347352
"dense_treed",31,31,381,116.000042943591,111.071532621824,0.539931784895782,0.304462054970055
