"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
11,0,0,0,NA,NA,0,0,NA,NA
12,0,0,0,NA,NA,0,0,NA,NA
13,0,0,0,NA,NA,0,0,NA,NA
14,0,0,0,NA,NA,0,0,NA,NA
15,0,0,0,NA,NA,0,0,NA,NA
16,0,0,0,NA,NA,0,0,NA,NA
17,0,0,0,NA,NA,0,0,NA,NA
20,0,0,0,NA,NA,0,0,NA,NA
21,0,0,0,NA,NA,0,0,NA,NA
22,0,0,0,NA,NA,0,0,NA,NA
25,0,0,0,NA,NA,0,0,NA,NA
28,0,0,0,NA,NA,0,0,NA,NA
29,0,0,0,NA,NA,0,0,NA,NA
30,0,0,0,NA,NA,0,0,NA,NA
31,0,0,0,NA,NA,0,0,NA,NA
32,0,0,0,NA,NA,0,0,NA,NA
33,0,0,0,NA,NA,0,0,NA,NA
34,0,0,0,NA,NA,0,0,NA,NA
38,0,0,0,NA,NA,0,0,NA,NA
39,0,0,0,NA,NA,0,0,NA,NA
40,0,0,0,NA,NA,0,0,NA,NA
41,0,0,0,NA,NA,0,0,NA,NA
42,0,0,0,NA,NA,0,0,NA,NA
43,0,0,0,NA,NA,0,0,NA,NA
44,0,0,0,NA,NA,0,0,NA,NA
45,0,0,0,NA,NA,0,0,NA,NA
46,0,0,0,NA,NA,0,0,NA,NA
47,0,0,0,NA,NA,0,0,NA,NA
48,0,0,0,NA,NA,0,0,NA,NA
49,0,0,0,NA,NA,0,0,NA,NA
50,0,0,0,NA,NA,0,0,NA,NA
53,0,0,0,NA,NA,0,0,NA,NA
56,0,0,0,NA,NA,0,0,NA,NA
57,0,0,0,NA,NA,0,0,NA,NA
58,0,0,0,NA,NA,0,0,NA,NA
59,0,0,0,NA,NA,0,0,NA,NA
60,0,0,0,NA,NA,0,0,NA,NA
61,0,0,0,NA,NA,0,0,NA,NA
62,0,0,0,NA,NA,0,0,NA,NA
63,0,0,0,NA,NA,0,0,NA,NA
64,0,0,0,NA,NA,0,0,NA,NA
65,0,0,0,NA,NA,0,0,NA,NA
66,0,0,0,NA,NA,0,0,NA,NA
67,0,0,0,NA,NA,0,0,NA,NA
68,0,0,0,NA,NA,0,0,NA,NA
69,0,0,0,NA,NA,0,0,NA,NA
70,0,0,0,NA,NA,0,0,NA,NA
71,0,0,0,NA,NA,0,0,NA,NA
72,0,0,0,NA,NA,0,0,NA,NA
73,0,0,0,NA,NA,0,0,NA,NA
74,0,0,0,NA,NA,0,0,NA,NA
75,0,0,0,NA,NA,0,0,NA,NA
76,0,0,0,NA,NA,0,0,NA,NA
77,0,0,0,NA,NA,0,0,NA,NA
78,0,0,0,NA,NA,0,0,NA,NA
79,0,0,0,NA,NA,0,0,NA,NA
80,11,11,11,6.63636363636364,0.0629999999999882,-25.0798581299745,57.1844952563315,2.28004177107533,-2.27998710272495
81,12,12,12,7.5,0.274999999999977,-39.9445725054268,133.075088720108,3.33010371109905,-3.32871437545223
82,13,13,13,15.0769230769231,0.145999999999958,-41.7542868808786,134.137174840824,3.21220239376738,-3.21186822160604
83,13,13,13,25.3846153846154,0.0629999999999882,-36.3202868808791,101.478163008412,2.7939242185694,-2.79386822160608
84,10,10,10,5.5,0.518000000000029,-32.834143754522,108.149101709261,3.28860307287549,-3.2834143754522
85,4,4,4,17.5,0.229000000000042,-9.08385750180901,20.6581795282929,2.27256350451934,-2.27096437545225
86,12,12,12,4.16666666666667,0.196000000000026,-16.1445725054277,21.7514284485844,1.3463354104316,-1.34538104211898
87,5,5,5,8.8,0.189999999999941,-28.9575718772612,167.73346260535,5.79195066631873,-5.79151437545224
88,12,12,12,12.0833333333333,0.363000000000056,-36.3525725054275,110.236810646863,3.0309076012374,-3.02938104211896
89,11,11,11,9.27272727272727,0.462000000000103,-44.3228581299753,178.767429709993,4.03132540476333,-4.02935073908866
90,10,10,10,2.5,0.244000000000028,-35.8941437545225,128.888779687032,3.59010835055201,-3.58941437545225
91,12,12,8,20.6666666666667,0.521999999999935,2.63242749457311,0.855889792848666,0.267065814742463,0.219368957881092
92,13,13,13,19.4615384615385,0.791000000000054,7.64571311912061,5.29413854614557,0.638154704304985,0.588131778393893
93,12,12,6,20.3333333333333,0.861999999999966,1.85442749457275,0.889715361052214,0.272292024771845,0.154535624547729
94,11,11,11,10.2727272727273,0.0750000000000455,17.5331418700258,27.9501748940411,1.59402791392352,1.59392198818417
