"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.75,34,19,372,-415.78993537424,465.331073245745,1.11843192991053,-1.11771488003828
"shrub",0.75,10,10,237,-246.399199468496,280.40639278291,1.08772668287431,-1.03965906948733
"dense_treed",0.75,15,14,163,-146.603563640394,136.829939374621,0.91621366548742,-0.89940836589199
