"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",0.25,34,15,46,-51.5187418862462,57.7774662291665,1.12072827864166,-1.119972649701
"shrub",0.25,10,9,29,-29.1202720587204,33.6854959577205,1.07776102459139,-1.00414731236967
"dense_treed",0.25,15,7,16,-14.0157363082596,12.6434790164166,0.888941752043427,-0.875983519266223
