"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",34,17,170,-189.957409080061,212.56670355613,1.11820944990623,-1.11739652400036
"shrub",10,9,109,-111.937953600018,126.444412643668,1.07705175500968,-1.02695370275246
"dense_treed",15,13,79,-71.2059480220316,66.5904753634971,0.918105336911033,-0.901341114202932
