"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",69873039,6856505,18.4761156159245,52205047,10217214,7450778,41828886,28044153,0,0,1164.02544707198,1195.92244707198,698370,698480,9.8128049074837,74.7141497595374,14.6225413209808,10.6633089194818,59.864128709215,40.135871290785,0,0,0.999484221660947,0.999641650050458
