"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"open_treed",23,1,1,0.1804742410975,0.0325709516997184,0.1804742410975,0.1804742410975
"dense_treed",93,40,412,-408.102612667835,1628.07592127746,1.9878733826944,-0.990540322009309
