"id","width","height","area","perimeter","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
0,99.281,189.639,18827.549559,577.84,53932662,7089384,15.3668104125845,35450507,10799463,7682692,24511823,29420839,0,0,566.727474241098,589.430474241097,538977,539104,13.1448805549409,65.7310536609522,20.0239754529454,14.2449708861024,45.4489396425491,54.5510603574509,0,0,0.999351747184294,0.999587226011577
