"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.75,10,10,200,58.1875414007373,22.1807565074753,0.333022195262383,0.290937707003687
"open_treed",0.75,47,47,1325,-478.832631072352,626.441092036907,0.68759416070759,-0.361383117790454
"dense_treed",0.75,31,29,573,311.772608831257,328.30326018365,0.756937962355263,0.54410577457462
