"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last","buffer_m"
1,3,3,3,6,0.137,2.00468755482154,1.35192339748546,0.671298095107646,0.668229184940515,0.25
6,2,2,2,21.5,0.0350000000000001,2.2221250365477,2.46953233902605,1.11120032825455,1.11106251827385,0.25
7,1,1,1,3,NA,0.321562518273847,0.103402453158618,0.321562518273847,0.321562518273847,0.25
8,0,0,0,NA,NA,0,0,NA,NA,0.25
9,0,0,0,NA,NA,0,0,NA,NA,0.25
10,0,0,0,NA,NA,0,0,NA,NA,0.25
11,3,3,3,13.3333333333333,0.0379999999999967,3.93923561723981,5.17344041604358,1.31319463092155,1.31307853907994,0.25
12,0,0,0,NA,NA,0,0,NA,NA,0.25
13,4,4,4,8.75,0.0429999999999993,2.61498082298642,1.71082117614668,0.653991814961525,0.653745205746604,0.25
14,0,0,0,NA,NA,0,0,NA,NA,0.25
15,1,1,1,11,NA,0.920745205746602,0.847771733905353,0.920745205746602,0.920745205746602,0.25
16,2,2,2,25.5,0.162999999999997,1.0364904114932,0.550440686558676,0.52461447109219,0.518245205746602,0.25
17,3,3,3,18.3333333333333,0.155999999999999,1.30023561723981,0.576388220113,0.438325685654324,0.433411872413271,0.25
18,3,3,0,10,0.0260000000000034,0.413235617239806,0.0572592251185213,0.138153568078571,0.137745205746602,0.25
19,2,2,2,16.5,0.0109999999999957,0.632490411493201,0.200082560315419,0.31629302894264,0.316245205746601,0.25
20,2,2,2,18,0.0329999999999941,0.842490411493202,0.355439546728992,0.421568230971567,0.421245205746601,0.25
21,3,3,3,23.6666666666667,0.0409999999999968,7.28823561723981,17.7070268041343,2.429473660702,2.42941187241327,0.25
22,3,3,3,7.66666666666667,0.0450000000000017,0.818235617239818,0.224303841773275,0.273437282128386,0.272745205746606,0.25
23,3,3,3,8.33333333333333,0.131999999999998,0.975235617239814,0.326422836377707,0.329859988670803,0.325078539079938,0.25
24,1,1,1,2,NA,0.682745205746606,0.466141015969976,0.682745205746606,0.682745205746606,0.25
25,1,1,1,21,NA,0.573745205746604,0.329183561117213,0.573745205746604,0.573745205746604,0.25
26,3,3,3,25.6666666666667,0.000999999999997669,2.47923561723982,2.0488704152635,0.826412006863303,0.826411872413272,0.25
27,3,3,3,14,0.0190000000000055,2.50823561723981,2.09726663719678,0.836115350334865,0.836078539079935,0.25
28,4,4,4,14.25,0.0900000000000034,3.45598082298642,2.99089561221247,0.864710300073451,0.863995205746605,0.25
29,1,1,1,23,NA,1.0427452057466,1.08731756410752,1.0427452057466,1.0427452057466,0.25
62,1,1,0,16,NA,0.122745205746604,0.0150663855337761,0.122745205746604,0.122745205746604,0.25
63,5,5,0,35.2,0.0549999999999997,0.465726028733023,0.0450413467678865,0.0949119031185094,0.0931452057466046,0.25
64,3,3,0,13.3333333333333,0.0160000000000053,0.278235617239805,0.0259390195669384,0.0929856970487728,0.0927452057466015,0.25
68,4,4,0,21.5,0.0390000000000015,0.231980822986415,0.0143485255583637,0.0598926655742666,0.0579952057466038,0.25
69,2,2,0,34.5,0.0859999999999985,0.165490411493209,0.0173915381480958,0.0932511076290672,0.0827452057466047,0.25
70,6,6,0,29,0.0730000000000004,0.427471234479619,0.0347707760512548,0.0761257469052081,0.0712452057466031,0.25
