"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",1,10,10,344,111.618812779447,45.6307574033243,0.36420811439486,0.324473292963509
"open_treed",1,47,47,2282,-819.081661422525,1088.62453296543,0.690686931165133,-0.35893149054449
"dense_treed",1,31,30,998,539.220754086745,588.068197355366,0.767624055600682,0.540301356800346
