"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",10,10,80,480.277320602625,2887.94562036546,6.00827098711171,6.00346650753282
"open_treed",47,47,554,2791.97652933818,14257.0604403403,5.07294452343,5.03966882552017
"dense_treed",31,30,272,1620.8927753945,9738.88601675463,5.98370520687428,5.95916461542096
