"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.25,10,8,23,138.795579673255,838.724974818905,6.03873358022987,6.03459042057629
"open_treed",0.25,47,44,129,647.313123647721,3295.82290976522,5.05460332809426,5.0179311910676
"dense_treed",0.25,31,27,82,487.753315399549,2919.96666975192,5.9673570055026,5.94821116340913
