"layer","n_pnts","dup_pnts","intensity_avg","ret_1","ret_2","ret_3","ret_single","ret_abvone","pnts_na_height","pnts_negative_height","height_q01","height_q99","pnts_height_lt_q01","pnts_height_gt_q99","dup_pnts_pct","ret_1_pct","ret_2_pct","ret_3_pct","ret_single_pct","ret_abvone_pct","pnts_na_height_pct","pnts_negative_height_pct","pnts_height_lt_q01_pct","pnts_height_gt_q99_pct"
"common_gt4_aoi",78604838,3425221,14.5751714799031,70635278,4535018,3434542,62793613,15811225,0,279,24.4496281831341,34.5216281831341,784546,785682,4.35751931706799,89.8612347499527,5.76938788424193,4.3693773658054,79.8851757699698,20.1148242300302,0,0.000354939984737326,0.998088692708711,0.999533896374165
